ID,BuildingType,NumFloors,LandUse,latitude,longitude
37003,,3.0,02,40.68476395207455,-73.95218522778275
37004,,3.0,02,40.68480862172677,-73.95228042810179
37005,,3.0,02,40.68473287435657,-73.95245531663728
37006,,3.0,02,40.68472518390208,-73.95252217896622
37007,,3.0,02,40.68471674196277,-73.95259547737261
37008,,3.0,02,40.684727378841615,-73.95266845554117
37009,,2.0,01,40.68471695744762,-73.95273597343484
37010,,3.0,02,40.68470357223336,-73.9528226882627
37011,,3.0,01,40.68468983802436,-73.95291201341554
37012,,3.0,01,40.684678737975865,-73.9529846888102
37013,,3.0,02,40.684668129801885,-73.95305370718431
37014,,3.0,02,40.68465677032596,-73.95312617029745
37015,,3.0,02,40.68464745565451,-73.95319784878916
37016,,3.0,02,40.684639615187464,-73.95326598113557
37017,,3.0,02,40.6846315130315,-73.95333638697684
37018,,3.0,02,40.684623221578775,-73.9534084378552
37019,,2.0,01,40.68461495713088,-73.95348026199518
37020,,2.0,01,40.68460678865694,-73.9535512387647
37021,,2.0,02,40.684598583954944,-73.9536225413613
37022,,2.0,01,40.68459022063258,-73.95369521947852
37023,,3.0,02,40.68491528406225,-73.95336373722203
37024,,0.0,11,40.68487783137947,-73.95262599827316
37025,,4.0,02,40.684743829664654,-73.95236011108736
37026,,4.0,02,40.685055226028545,-73.95215195556874
37027,,4.0,02,40.68500919486073,-73.95272253141097
37028,,0.0,04,40.68519779132751,-73.95079560787589
37029,,4.0,02,40.68510492396256,-73.95024845597693
37030,,0.0,11,40.68515804124011,-73.95025877433679
37031,,4.0,02,40.68528396392552,-73.9503933548868
37032,,4.0,02,40.685292441948995,-73.9503197696434
37033,,4.0,02,40.68530070894606,-73.95024801662598
37034,,4.0,02,40.685309019846024,-73.95017588212899
37035,,4.0,02,40.68529052782874,-73.9500988711344
37036,,2.0,01,40.68529885180947,-73.95003029348793
37037,,2.0,01,40.68530714409652,-73.94995832150532
37038,,2.0,01,40.685315606751125,-73.949884870304
37039,,2.0,01,40.685323763085655,-73.94981407611702
37040,,2.0,01,40.68533193749006,-73.94974312454305
37041,,2.0,01,40.685339861462396,-73.94967434392883
37042,,2.0,01,40.685347463186886,-73.94960836649082
37043,,2.0,02,40.68535499832554,-73.94954296463877
37044,,2.5,01,40.6853627846099,-73.94947537885604
37045,,3.0,02,40.68537070860103,-73.94940660225771
37046,,3.0,02,40.685378412468815,-73.9493397357589
37047,,3.0,01,40.68538609288321,-73.94927307305015
37048,,3.0,01,40.68539377197281,-73.94920640798505
37049,,2.0,01,40.685401734662214,-73.94913729986708
37050,,2.0,01,40.68541001623833,-73.94906541408662
37051,,2.0,01,40.68541820223771,-73.9489943600528
37052,,2.0,01,40.685426510183426,-73.94892224240398
37053,,2.0,01,40.68543485111997,-73.94884984192952
37054,,2.0,02,40.68544309134116,-73.9487783164424
37055,,3.0,01,40.68545132446425,-73.9487068499592
37056,,2.0,01,40.68545951416901,-73.94863576149866
37057,,2.0,01,40.68546750215061,-73.94856642280448
37058,,2.0,02,40.68547564402255,-73.94849575131997
37059,,2.0,01,40.68548393137454,-73.94842381493305
37060,,2.0,01,40.68549209270608,-73.94835296519457
37061,,2.0,01,40.685500485015815,-73.94828011250245
37062,,2.0,01,40.68550871359216,-73.9482086814341
37063,,2.0,01,40.68551687776019,-73.94813781014787
37064,,3.0,01,40.685525074720665,-73.94806665959344
37065,,3.0,02,40.68553322938369,-73.9479958669591
37066,,3.0,01,40.68554155997706,-73.94792355540571
37067,,3.0,02,40.68554978633168,-73.94785213985799
37068,,3.0,01,40.68555807905901,-73.9477801464902
37069,,3.0,02,40.68568225671892,-73.94757794869165
37070,,3.0,02,40.68560555132157,-73.9475626847764
37071,,3.0,02,40.68553236978192,-73.94754812195077
37072,,3.0,02,40.68545917546509,-73.94753355832172
37073,,3.0,02,40.685385666462025,-73.94751892997678
37074,,3.0,02,40.685311587278285,-73.94750419046211
